,0
104,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1337 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 2057. while the net income was: 872.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 2058 and 872 respectively.  Income was determined by various inputs. including wages (2057). earned income (2057). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
105,2 individual(s) listed in this SNAP application.  1 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 943. while the net income was: 766.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 943 and 766 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (943). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (943). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
106,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
107,2 individual(s) listed in this SNAP application.  1 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
108,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
109,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
110,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 556 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 861. while the net income was: 470.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 861 and 470 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (861). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (652). supplemental security benefits (ssi) (i.e. disability benefits) (209). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
111,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 519 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 861. while the net income was: 507.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 861 and 507 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (861). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (694). supplemental security benefits (ssi) (i.e. disability benefits) (167). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
112,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
113,3 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is categorically eligible for SNAP through TANF categorical eligiblity..[Household is homeless] Household spends 465 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 521. while the net income was: 51.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 521 and 51 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (521). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (521). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
114,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 269 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 1275. while the net income was: 1098.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1275 and 1098 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1275). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1275). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (296.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
115,2 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is categorically eligible for SNAP through TANF categorical eligiblity..[Household is homeless] Household spends 1000 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 521. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 521 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (521). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (521). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
116,2 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is categorically eligible for SNAP through TANF categorical eligiblity..[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 2540. while the net income was: 1872.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 2541 and 1872 respectively.  Income was determined by various inputs. including wages (2458). earned income (2458). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (82). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (82). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
117,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
118,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
119,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
120,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 502. while the net income was: 165.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 502 and 166 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (502). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (502). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
121,4 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is categorically eligible for SNAP through TANF categorical eligiblity..[Household is not homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 813. while the net income was: 621.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 813 and 622 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (813). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (813). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
122,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1887 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 2633. while the net income was: 1333.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 2633 and 1332 respectively.  Income was determined by various inputs. including wages (2633). earned income (2633). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
123,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 841. while the net income was: 664.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 841 and 664 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (841). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (841). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
124,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 647. while the net income was: 341.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 647 and 341 respectively.  Income was determined by various inputs. including wages (647). earned income (647). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
125,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
126,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 794. while the net income was: 617.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 794 and 617 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (794). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (794). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
127,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 1785. while the net income was: 1608.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1784 and 1607 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1785). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (826). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (959). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
