,0
122,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedInformation not reported.  The error was an OverissuanceOverissuance by an amount of $230$230.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants Wages and salariesEarned income deductions and Unreported source of income (do not use for change in employment status)Deduction that should have been included was not and occured on 202110.0202110.0  Information given above was verified by From information provided by recipientFrom information provided by recipient.  
 *** Final Calculated Benefit: $20 *** "
123,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $50 *** "
124,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedInformation not reportedPolicy incorrectly applied.  The error was an OverissuanceOverissuanceOverissuance by an amount of $103$103$103.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants Wages and salariesEarned income deductionsStandard utility allowance and Unreported source of income (do not use for change in employment status)Deduction that should have been included was notDeduction included that should not have been and occured on 202008.0202008.0202008.0  Information given above was verified by Employer (present or former)Employer (present or former)Government agency or public records. not automated match.  
 *** Final Calculated Benefit: $147 *** "
125,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
126,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedPolicy incorrectly applied.  The error was an OverissuanceOverissuance by an amount of $186$186.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants SSI and/or State SSI supplementStandard utility allowance and All income from source known but not includedDeduction included that should not have been and occured on 202102.0202102.0  Information given above was verified by Government agency or public records. automated matchGovernment agency or public records. not automated match.  
 *** Final Calculated Benefit: $64 *** "
127,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
128,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $400 *** "
129,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
130,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
131,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
132,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
133,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
134,"4 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedOtherOtherReported information disregarded or not appliedReported information disregarded or not appliedOther.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $56$56$56$56$56$56.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants Wages and salariesEarned income deductionsChild support payments received from absent parentShelter deductionUnit compositionStandard deduction and OtherDeduction that should have been included was notMore income received from this source than budgetedOtherEligible person(s) with no income. resources. or deductible expenses excludedIncorrect standard used resulting from change in unit size and occured on 202112.0202112.0202112.0202112.0202112.0202112.0  Information given above was verified by OtherOtherGovernment agency or public records. not automated matchLandlordFrom case record (verification not from an automated match)From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $417 *** "
135,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
136,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
137,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
138,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
139,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Underissuance by an amount of $180.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deduction and Deduction that should have been included was not and occured on 202106.0  Information given above was verified by From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $243 *** "
140,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $114 *** "
141,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
142,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
143,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information withheld by client (case referred for Intentional Program Violation [IPV] investigationPolicy incorrectly appliedPolicy incorrectly applied.  The error was an OverissuanceOverissuanceOverissuance by an amount of $230.  The error was found by Variance discovered from recipient interviewVariance clearly identified from case record (documentation not from an automated match)Variance discovered from recipient interview and is because of the applicants Wages and salariesShelter deductionStandard utility allowance and Unreported source of income (do not use for change in employment status)Deduction that should have been included was notDeduction included that should not have been and occured on 202106.0202106.0202106.0  Information given above was verified by Financial institution. insurance company. or other businessLandlordGovernment agency or public records. automated match.  
 *** Final Calculated Benefit: $20 *** "
144,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
145,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
146,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedPolicy incorrectly applied.  The error was an UnderissuanceUnderissuance by an amount of none of the variances were listed.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Unemployment compensationShelter deduction and Less income received from this source than budgetedDeduction that should have been included was not and occured on 202101.0202004.0  Information given above was verified by Government agency or public records. automated matchLandlord.  
 *** Final Calculated Benefit: $250 *** "
147,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
148,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $174 *** "
149,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
150,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
151,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
152,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
153,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
154,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
155,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
156,"4 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $648 *** "
157,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $163 *** "
158,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Acted on incorrect Federal computer match information not requiring verification (such variance is excluded from error determination but must be recorded)Agency failed to verify required information.  The error was an UnderissuanceUnderissuance by an amount of $230$230.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants SSI and/or State SSI supplementWages and salaries and Variances resulting from use of automatic Federal information exchange systemLess income received from this source than budgeted and occured on 202103.0202110.0  Information given above was verified by Government agency or public records. not automated matchFrom case record (verification from an automated match).  
 *** Final Calculated Benefit: $250 *** "
159,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the OtherPolicy incorrectly applied.  The error was an UnderissuanceUnderissuance by an amount of $152$152.  The error was found by Variance discovered from recipient interviewVariance clearly identified from case record (documentation from an automated match) and is because of the applicants SSI and/or State SSI supplementMedical expense deductions and OtherDeduction that should have been included was not and occured on 201907.0202201.0  Information given above was verified by Government agency or public records. not automated matchGovernment agency or public records. not automated match.  
 *** Final Calculated Benefit: $172 *** "
160,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $535 *** "
161,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
162,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
163,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
164,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
165,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Acted on incorrect Federal computer match information not requiring verification (such variance is excluded from error determination but must be recorded)Reported information disregarded or not applied.  The error was an UnderissuanceUnderissuance by an amount of $96$96.  The error was found by Variance discovered from recipient interviewVariance clearly identified from case record (documentation not from an automated match) and is because of the applicants SSI and/or State SSI supplementShelter deduction and Less income received from this source than budgetedDeduction that should have been included was not and occured on 202011.0202108.0  Information given above was verified by Government agency or public records. automated matchLandlord.  
 *** Final Calculated Benefit: $147 *** "
166,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
167,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Overissuance by an amount of $52.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deduction and Deduction included that should not have been and occured on 202106.0  Information given above was verified by Landlord.  
 *** Final Calculated Benefit: $218 *** "
168,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $174 *** "
169,"4 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $651 *** "
170,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $200 *** "
171,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not appliedReported information disregarded or not applied.  The error was an OverissuanceOverissuance by an amount of $65$65.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deductionArithmetic computation and Deduction included that should not have beenBenefit/allotment/eligibility incorrectly computed and occured on 202107.0202107.0  Information given above was verified by From case record (verification not from an automated match)From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $535 *** "
172,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Computer user error.  The error was an Overissuance by an amount of $59.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants TANF. PA. or GA and All income from source known but not included and occured on 202202.0  Information given above was verified by From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $400 *** "
173,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
174,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
175,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
176,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
177,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reportedPolicy incorrectly appliedPolicy incorrectly applied.  The error was an OverissuanceOverissuanceOverissuance by an amount of $230$230$230.  The error was found by Employer (present or former)Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Wages and salariesReporting systemsShelter deduction and Employment status changed from unemployed to employedOtherDeduction that should have been included was not and occured on 202111.0202105.0202105.0  Information given above was verified by From information provided by recipientFrom case record (verification not from an automated match)From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $20 *** "
178,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
179,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
180,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
181,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $225 *** "
182,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
183,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
